Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación
ocds-dgv273-seacev3-2025-200179-33,ocds-dgv273-seacev3-2025-200179-33-2025-07-17T10:11:18.487434-05:00,1107080-20600576543,35604.8,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-35,ocds-dgv273-seacev3-2025-200179-35-2025-07-17T10:11:17.821195-05:00,1107082-20448115021,121018.4,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-37-166,ocds-dgv273-seacev3-2025-37-166-2025-07-17T10:11:06.217684-05:00,1110568-20606584327,414000.0,PEN,Soles,2025-06-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-724-8,ocds-dgv273-seacev3-2025-724-8-2025-07-17T10:11:05.871792-05:00,1104551-1668259,1135246.71,PEN,Soles,2025-04-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-25,ocds-dgv273-seacev3-2025-200179-25-2025-07-17T10:11:05.340913-05:00,1107079-20600576543,53191.2,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-200030-85,ocds-dgv273-seacev3-2025-200030-85-2025-07-17T10:11:05.101733-05:00,1114103-10022784051,1039300.0,PEN,Soles,2025-06-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-34-194,ocds-dgv273-seacev3-2025-34-194-2025-07-17T10:10:55.130494-05:00,1111417-20527405760,250770.0,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-34-194,ocds-dgv273-seacev3-2025-34-194-2025-07-17T10:10:55.130494-05:00,1111417-20600616235,253500.0,PEN,Soles,2025-06-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-36,ocds-dgv273-seacev3-2025-200179-36-2025-07-17T10:10:54.894458-05:00,1107084-20498563423,36670.4,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-22-6,ocds-dgv273-seacev3-2025-22-6-2025-07-17T10:10:54.021732-05:00,1111105-20464408623,1595360.0,PEN,Soles,2025-06-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-15,ocds-dgv273-seacev3-2025-200179-15-2025-07-17T10:10:44.395679-05:00,1107074-20498563423,47120.0,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-41-178,ocds-dgv273-seacev3-2025-41-178-2025-07-17T10:10:44.310482-05:00,1106601-1681638,120000.0,PEN,Soles,2025-05-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-88-25,ocds-dgv273-seacev3-2025-88-25-2025-07-17T10:10:44.099341-05:00,1104566-10335911895,83020.98,PEN,Soles,2025-04-15T17:36:28-05:00
ocds-dgv273-seacev3-1115693,ocds-dgv273-seacev3-1115693-2025-07-17T10:10:43.983598-05:00,1115693-1682110,5751603.87,PEN,Soles,2025-05-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-2418-42,ocds-dgv273-seacev3-2025-2418-42-2025-07-17T10:10:43.918279-05:00,1087521-20158165113,88200.0,PEN,Soles,2025-06-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-10141-22,ocds-dgv273-seacev3-2025-10141-22-2025-07-17T10:10:43.887608-05:00,1109946-20601262178,190294.0,PEN,Soles,2025-05-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-10141-22,ocds-dgv273-seacev3-2025-10141-22-2025-07-17T10:10:43.887608-05:00,1109946-20602374603,563331.4,PEN,Soles,2025-05-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-200528-13,ocds-dgv273-seacev3-2025-200528-13-2025-07-17T10:10:42.916415-05:00,1114311-1675349,426618.0,PEN,Soles,2025-04-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-10248-130,ocds-dgv273-seacev3-2025-10248-130-2025-07-17T10:10:42.699536-05:00,1106395-20508158891,3100000.0,PEN,Soles,2025-05-22T00:00:00-05:00
ocds-dgv273-seacev3-2025-10248-130,ocds-dgv273-seacev3-2025-10248-130-2025-07-17T10:10:42.699536-05:00,1106395-20554221760,3390000.0,PEN,Soles,2025-05-22T00:00:00-05:00
ocds-dgv273-seacev3-2025-10248-130,ocds-dgv273-seacev3-2025-10248-130-2025-07-17T10:10:42.699536-05:00,1106395-20554895302,6804761.9799999995,PEN,Soles,2025-05-22T00:00:00-05:00
ocds-dgv273-seacev3-2025-10248-130,ocds-dgv273-seacev3-2025-10248-130-2025-07-17T10:10:42.699536-05:00,1106395-20603925638,3571952.5,PEN,Soles,2025-05-22T00:00:00-05:00
ocds-dgv273-seacev3-2025-10248-130,ocds-dgv273-seacev3-2025-10248-130-2025-07-17T10:10:42.699536-05:00,1106395-20604019444,2517752.4,PEN,Soles,2025-05-22T00:00:00-05:00
ocds-dgv273-seacev3-2025-10248-130,ocds-dgv273-seacev3-2025-10248-130-2025-07-17T10:10:42.699536-05:00,1106395-99999999999,10368106.78,PEN,Soles,2025-05-22T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-43,ocds-dgv273-seacev3-2025-200179-43-2025-07-17T10:10:42.513647-05:00,1107088-20498563423,83599.2,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-1886-58,ocds-dgv273-seacev3-2025-1886-58-2025-07-17T10:10:40.216900-05:00,1116115-1691896,1490000.0,PEN,Soles,2025-06-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-170248-20,ocds-dgv273-seacev3-2025-170248-20-2025-07-17T10:10:33.113645-05:00,1112627-20539765061,778425.96,PEN,Soles,2025-06-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-18,ocds-dgv273-seacev3-2025-200179-18-2025-07-17T10:10:32.977879-05:00,1107101-20448115021,42690.4,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-2557-18,ocds-dgv273-seacev3-2025-2557-18-2025-07-17T10:10:32.949931-05:00,1107796-20552037091,81000.0,PEN,Soles,2025-05-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-2557-18,ocds-dgv273-seacev3-2025-2557-18-2025-07-17T10:10:32.949931-05:00,1107796-20606021721,164666.44,PEN,Soles,2025-05-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-2557-18,ocds-dgv273-seacev3-2025-2557-18-2025-07-17T10:10:32.949931-05:00,1107796-99999999999,82824.0,PEN,Soles,2025-05-14T00:00:00-05:00
ocds-dgv273-seacev3-1107472,ocds-dgv273-seacev3-1107472-2025-07-17T10:10:32.627037-05:00,1107472-20605685138,62000.0,PEN,Soles,2025-05-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-23,ocds-dgv273-seacev3-2025-200179-23-2025-07-17T10:10:32.551003-05:00,1107105-20600576543,37036.0,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-749-85,ocds-dgv273-seacev3-2025-749-85-2025-07-17T10:10:32.525282-05:00,1113221-20609186471,295000.0,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-749-85,ocds-dgv273-seacev3-2025-749-85-2025-07-17T10:10:32.525282-05:00,1113221-10406613866,295000.0,PEN,Soles,2025-06-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-1928-4,ocds-dgv273-seacev3-2025-1928-4-2025-07-17T10:10:32.326506-05:00,1107545-20100077044,891549.41,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-10265-6,ocds-dgv273-seacev3-2025-10265-6-2025-07-17T10:10:32.303384-05:00,1105128-1681008,7251090.0,PEN,Soles,2025-05-14T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-42,ocds-dgv273-seacev3-2025-200179-42-2025-07-17T10:10:31.624277-05:00,1107119-20498563423,64608.8,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-1109026,ocds-dgv273-seacev3-1109026-2025-07-17T10:10:21.105328-05:00,1109026-1675023,1464272.48,PEN,Soles,2025-05-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-16,ocds-dgv273-seacev3-2025-200179-16-2025-07-17T10:10:20.730405-05:00,1107099-20448115021,39208.8,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-1116018,ocds-dgv273-seacev3-1116018-2025-07-17T10:10:20.205798-05:00,1116018-1683710,326000.0,PEN,Soles,2025-05-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-544-34,ocds-dgv273-seacev3-2025-544-34-2025-07-17T10:10:19.869374-05:00,1116026-1688073,115793.38,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-742-12,ocds-dgv273-seacev3-2025-742-12-2025-07-17T10:10:19.850704-05:00,1113372-20538433790,2489754.12,PEN,Soles,2025-06-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-10568-16,ocds-dgv273-seacev3-2025-10568-16-2025-07-16T10:11:52.014763-05:00,1111121-1676054,215265.6,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-4,ocds-dgv273-seacev3-2025-200179-4-2025-07-16T10:11:51.735899-05:00,1107053-20448115021,52893.6,PEN,Soles,2025-05-07T00:00:00-05:00
ocds-dgv273-seacev3-2025-200363-128,ocds-dgv273-seacev3-2025-200363-128-2025-07-16T10:11:51.498529-05:00,1113498-20525183778,650000.0,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-10249-213,ocds-dgv273-seacev3-2025-10249-213-2025-07-16T10:11:51.401086-05:00,1110114-10748345782,49000.0,PEN,Soles,2025-05-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-1003013319-20,ocds-dgv273-seacev3-2025-1003013319-20-2025-07-16T10:11:51.254119-05:00,1113250-20136492277,172744.2,PEN,Soles,2025-06-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-1003013319-20,ocds-dgv273-seacev3-2025-1003013319-20-2025-07-16T10:11:51.254119-05:00,1113250-20553890714,849187.51,PEN,Soles,2025-06-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-403-8,ocds-dgv273-seacev3-2025-403-8-2025-07-16T10:11:51.237395-05:00,1111630-20602085911,187590.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-2439-2,ocds-dgv273-seacev3-2025-2439-2-2025-07-16T10:11:50.592720-05:00,1113386-20601978700,1144278.08,PEN,Soles,2025-06-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-200190-19,ocds-dgv273-seacev3-2025-200190-19-2025-07-16T10:11:45.122205-05:00,1109207-20601310032,70000.0,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-1106389,ocds-dgv273-seacev3-1106389-2025-07-16T10:11:44.910539-05:00,1106389-20603596227,95000.0,PEN,Soles,2025-04-15T00:00:00-05:00
ocds-dgv273-seacev3-2025-200086-4,ocds-dgv273-seacev3-2025-200086-4-2025-07-16T10:11:44.607759-05:00,1110074-20505110651,57600.0,PEN,Soles,2025-06-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-200305-5,ocds-dgv273-seacev3-2025-200305-5-2025-07-16T10:11:44.437064-05:00,1109840-20601893496,81047.0,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-1117566,ocds-dgv273-seacev3-1117566-2025-07-16T10:11:44.055410-05:00,1117566-1682099,584069.93,PEN,Soles,2025-05-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-651-21,ocds-dgv273-seacev3-2025-651-21-2025-07-16T10:11:32.879447-05:00,1114395-1682108,311387.35,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-10543-5,ocds-dgv273-seacev3-2025-10543-5-2025-07-16T10:11:32.854708-05:00,1110953-20601608341,66960.0,PEN,Soles,2025-05-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-200305-1,ocds-dgv273-seacev3-2025-200305-1-2025-07-16T10:11:32.742209-05:00,1109787-20569301085,337283.0,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-13,ocds-dgv273-seacev3-2025-200179-13-2025-07-16T10:11:32.640168-05:00,1107070-20603732414,61727.2,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-2000-142,ocds-dgv273-seacev3-2025-2000-142-2025-07-16T10:11:32.606820-05:00,1112850-20600071425,392040.0,PEN,Soles,2025-06-02T00:00:00-05:00
ocds-dgv273-seacev3-2025-10194-47,ocds-dgv273-seacev3-2025-10194-47-2025-07-16T10:11:32.087451-05:00,1108885-20516193078,57800.0,PEN,Soles,2025-06-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-200190-94,ocds-dgv273-seacev3-2025-200190-94-2025-07-16T10:11:32.068490-05:00,1111541-20604876509,1977583.14,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-1114427,ocds-dgv273-seacev3-1114427-2025-07-16T10:11:31.637945-05:00,1114427-20543657213,185472.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-200305-4,ocds-dgv273-seacev3-2025-200305-4-2025-07-16T10:11:22.246676-05:00,1109834-20601893496,102782.0,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-1109535,ocds-dgv273-seacev3-1109535-2025-07-16T10:11:22.006672-05:00,1109535-1672971,407277.74,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-1115901,ocds-dgv273-seacev3-1115901-2025-07-16T10:11:21.188812-05:00,1115901-20610597034,169494.3,PEN,Soles,2025-05-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-945-8,ocds-dgv273-seacev3-2025-945-8-2025-07-16T10:11:20.631064-05:00,1113165-1676431,940843.83,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-2407-39,ocds-dgv273-seacev3-2025-2407-39-2025-07-16T10:11:19.843940-05:00,1108575-20490069420,1927845.0,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-5,ocds-dgv273-seacev3-2025-200179-5-2025-07-16T10:11:11.636453-05:00,1107057-20448115021,135859.2,PEN,Soles,2025-05-07T00:00:00-05:00
ocds-dgv273-seacev3-1111459,ocds-dgv273-seacev3-1111459-2025-07-16T10:11:11.462073-05:00,1111459-1688860,10593118.83,PEN,Soles,2025-06-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-200190-71,ocds-dgv273-seacev3-2025-200190-71-2025-07-16T10:11:11.246756-05:00,1109314-20492251217,159501.78,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-200190-71,ocds-dgv273-seacev3-2025-200190-71-2025-07-16T10:11:11.246756-05:00,1109314-20518568648,315300.0,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-2002-18,ocds-dgv273-seacev3-2025-2002-18-2025-07-16T10:11:11.005788-05:00,1109768-1687413,1183015.8,PEN,Soles,2025-06-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-9,ocds-dgv273-seacev3-2025-200179-9-2025-07-16T10:11:10.988627-05:00,1107063-20600576543,57793.6,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-3,ocds-dgv273-seacev3-2025-200179-3-2025-07-16T10:11:10.358946-05:00,1107029-20448115021,52715.2,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-1116032,ocds-dgv273-seacev3-1116032-2025-07-16T10:11:09.353846-05:00,1116032-1690395,64487.6,PEN,Soles,2025-06-03T00:00:00-05:00
ocds-dgv273-seacev3-2025-200261-25,ocds-dgv273-seacev3-2025-200261-25-2025-07-16T10:11:09.330338-05:00,1114281-10021718896,86526.0,PEN,Soles,2025-05-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-200261-25,ocds-dgv273-seacev3-2025-200261-25-2025-07-16T10:11:09.330338-05:00,1114281-10253194834,2531628.0,PEN,Soles,2025-05-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-200261-25,ocds-dgv273-seacev3-2025-200261-25-2025-07-16T10:11:09.330338-05:00,1114281-20402641241,1240344.0,PEN,Soles,2025-05-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-200344-40,ocds-dgv273-seacev3-2025-200344-40-2025-07-16T10:11:00.266449-05:00,1111946-20549112031,80000.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-200344-40,ocds-dgv273-seacev3-2025-200344-40-2025-07-16T10:11:00.266449-05:00,1111946-20601206481,111900.0,PEN,Soles,2025-06-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-200190-1,ocds-dgv273-seacev3-2025-200190-1-2025-07-16T10:11:00.139472-05:00,1101265-20611250402,49026.0,PEN,Soles,2025-05-05T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-7,ocds-dgv273-seacev3-2025-200179-7-2025-07-16T10:10:59.942676-05:00,1107059-20448115021,40131.2,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-2025-1027-12,ocds-dgv273-seacev3-2025-1027-12-2025-07-16T10:10:59.515008-05:00,1109970-1673640,291344.58,PEN,Soles,2025-06-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-200179-11,ocds-dgv273-seacev3-2025-200179-11-2025-07-16T10:10:59.461401-05:00,1107069-20448115021,56514.4,PEN,Soles,2025-05-08T00:00:00-05:00
ocds-dgv273-seacev3-1115909,ocds-dgv273-seacev3-1115909-2025-07-16T10:10:59.352939-05:00,1115909-20610595953,179888.15,PEN,Soles,2025-05-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-631-6,ocds-dgv273-seacev3-2025-631-6-2025-07-16T10:10:59.012518-05:00,1108134-10270755262,491866.31,PEN,Soles,2025-04-24T16:25:27-05:00
ocds-dgv273-seacev3-2025-23308-13,ocds-dgv273-seacev3-2025-23308-13-2025-07-16T10:10:58.295042-05:00,1112639-10401878560,1118000.0,PEN,Soles,2025-06-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-2407-68,ocds-dgv273-seacev3-2025-2407-68-2025-07-16T10:10:57.441181-05:00,1113303-1684035,2457524.72,PEN,Soles,2025-06-10T00:00:00-05:00
ocds-dgv273-seacev3-2025-200086-5,ocds-dgv273-seacev3-2025-200086-5-2025-07-16T10:10:48.197873-05:00,1104242-20505110651,139320.0,PEN,Soles,2025-06-18T00:00:00-05:00
ocds-dgv273-seacev3-2025-847-25,ocds-dgv273-seacev3-2025-847-25-2025-07-16T10:10:48.017540-05:00,1107183-10444634001,54000.0,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-255417-26,ocds-dgv273-seacev3-2025-255417-26-2025-07-16T10:10:47.884949-05:00,1107615-20600195108,103146.75,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-255417-26,ocds-dgv273-seacev3-2025-255417-26-2025-07-16T10:10:47.884949-05:00,1107615-20606723611,112000.0,PEN,Soles,2025-06-18T00:00:00-05:00
ocds-dgv273-seacev3-1114834,ocds-dgv273-seacev3-1114834-2025-07-16T10:10:47.867974-05:00,1114834-1680972,2959675.84,PEN,Soles,2025-05-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-399-16,ocds-dgv273-seacev3-2025-399-16-2025-07-16T10:10:47.841968-05:00,1107009-10292679675,1396533.27,PEN,Soles,2025-06-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-399-27,ocds-dgv273-seacev3-2025-399-27-2025-07-16T10:10:46.867194-05:00,1107780-20454073143,295228.48,PEN,Soles,2025-06-04T00:00:00-05:00
ocds-dgv273-seacev3-1125229,ocds-dgv273-seacev3-1125229-2025-07-13T10:01:04.494833-05:00,1125229-1696658,302270.26,PEN,Soles,2025-06-24T00:00:00-05:00
ocds-dgv273-seacev3-2025-710-4,ocds-dgv273-seacev3-2025-710-4-2025-07-13T10:01:03.352264-05:00,1109284-1681340,787215.88,PEN,Soles,2025-05-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-10618-17,ocds-dgv273-seacev3-2025-10618-17-2025-07-13T10:01:03.320683-05:00,1107636-20608480987,334500.0,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-1105412,ocds-dgv273-seacev3-1105412-2025-07-13T10:01:03.086651-05:00,1105412-20505110651,294300.0,PEN,Soles,2025-05-13T00:00:00-05:00
ocds-dgv273-seacev3-2025-1902-16,ocds-dgv273-seacev3-2025-1902-16-2025-07-13T10:01:03.037292-05:00,1112837-20601223512,989132.19,PEN,Soles,2025-06-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-1979-10,ocds-dgv273-seacev3-2025-1979-10-2025-07-13T10:01:03.015534-05:00,1113020-20501262260,83999.5,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-1113167,ocds-dgv273-seacev3-1113167-2025-07-13T10:01:02.881944-05:00,1113167-20604942480,116560.0,PEN,Soles,2025-06-11T00:00:00-05:00
ocds-dgv273-seacev3-1126339,ocds-dgv273-seacev3-1126339-2025-07-13T10:01:01.691958-05:00,1126339-1695810,3667880.74,PEN,Soles,2025-06-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-544-33,ocds-dgv273-seacev3-2025-544-33-2025-07-13T10:00:53.114800-05:00,1116038-1687530,106799.0,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-200363-97,ocds-dgv273-seacev3-2025-200363-97-2025-07-13T10:00:53.084696-05:00,1110018-20548010765,634920.0,PEN,Soles,2025-05-27T00:00:00-05:00
ocds-dgv273-seacev3-2025-1307-87,ocds-dgv273-seacev3-2025-1307-87-2025-07-13T10:00:53.046142-05:00,1110949-20109072177,2469606.44,PEN,Soles,2025-06-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-1678-20,ocds-dgv273-seacev3-2025-1678-20-2025-07-13T10:00:53.002267-05:00,1106697-20608181378,78495.2,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-1113208,ocds-dgv273-seacev3-1113208-2025-07-13T10:00:52.950303-05:00,1113208-20263368992,637031.9,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-1938-1,ocds-dgv273-seacev3-2025-1938-1-2025-07-13T10:00:52.923482-05:00,1106956-20572221408,3285510.79,PEN,Soles,2025-06-11T00:00:00-05:00
ocds-dgv273-seacev3-1109086,ocds-dgv273-seacev3-1109086-2025-07-13T10:00:52.869681-05:00,1109086-20501262260,52287.57,PEN,Soles,2025-04-15T00:00:00-05:00
ocds-dgv273-seacev3-1111104,ocds-dgv273-seacev3-1111104-2025-07-13T10:00:52.809944-05:00,1111104-10776868413,47542.0,PEN,Soles,2025-04-16T00:00:00-05:00
ocds-dgv273-seacev3-2025-10008-13,ocds-dgv273-seacev3-2025-10008-13-2025-07-13T10:00:52.598298-05:00,1108795-1677956,189500.0,PEN,Soles,2025-05-12T00:00:00-05:00
ocds-dgv273-seacev3-1108295,ocds-dgv273-seacev3-1108295-2025-07-13T10:00:52.375069-05:00,1108295-20606642653,41598.4,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-544-30,ocds-dgv273-seacev3-2025-544-30-2025-07-13T10:00:52.081048-05:00,1115894-1688474,152904.0,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-1678-19,ocds-dgv273-seacev3-2025-1678-19-2025-07-13T10:00:51.968340-05:00,1105553-20608181378,86360.0,PEN,Soles,2025-05-09T00:00:00-05:00
ocds-dgv273-seacev3-2025-40-33,ocds-dgv273-seacev3-2025-40-33-2025-07-13T10:00:51.697988-05:00,1115283-1690772,81500.0,PEN,Soles,2025-06-20T00:00:00-05:00
ocds-dgv273-seacev3-2025-1609-5,ocds-dgv273-seacev3-2025-1609-5-2025-07-13T10:00:51.602986-05:00,1113100-1677660,88300.0,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-1120736,ocds-dgv273-seacev3-1120736-2025-07-13T10:00:46.389081-05:00,1120736-1690876,235000.0,PEN,Soles,2025-06-09T00:00:00-05:00
ocds-dgv273-seacev3-1108177,ocds-dgv273-seacev3-1108177-2025-07-13T10:00:43.360321-05:00,1108177-20541498321,49204.8,PEN,Soles,2025-04-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-200190-139,ocds-dgv273-seacev3-2025-200190-139-2025-07-13T10:00:43.326852-05:00,1105133-20602336876,159754.54,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-544-29,ocds-dgv273-seacev3-2025-544-29-2025-07-13T10:00:43.271401-05:00,1115906-1688399,104094.54,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-2025-1922-80,ocds-dgv273-seacev3-2025-1922-80-2025-07-13T10:00:43.242421-05:00,1113016-L0609017985,15694.0,USD,Dólar Norteamericano,2025-04-23T00:00:00-05:00
ocds-dgv273-seacev3-2025-200244-42,ocds-dgv273-seacev3-2025-200244-42-2025-07-13T10:00:43.213503-05:00,1110717-1675880,112000.0,PEN,Soles,2025-06-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-544-36,ocds-dgv273-seacev3-2025-544-36-2025-07-13T10:00:43.040282-05:00,1116030-1686905,60800.0,PEN,Soles,2025-05-29T00:00:00-05:00
ocds-dgv273-seacev3-1109439,ocds-dgv273-seacev3-1109439-2025-07-13T10:00:42.939529-05:00,1109439-1690073,493600.0,PEN,Soles,2025-06-11T00:00:00-05:00
ocds-dgv273-seacev3-2025-1678-17,ocds-dgv273-seacev3-2025-1678-17-2025-07-13T10:00:42.921370-05:00,1106645-20608181378,134400.0,PEN,Soles,2025-05-13T00:00:00-05:00
ocds-dgv273-seacev3-1106579,ocds-dgv273-seacev3-1106579-2025-07-13T10:00:42.907488-05:00,1106579-20600417909,63770.0,PEN,Soles,2025-04-07T00:00:00-05:00
ocds-dgv273-seacev3-1116507,ocds-dgv273-seacev3-1116507-2025-07-13T10:00:42.861281-05:00,1116507-10723230743,30000.0,PEN,Soles,2025-05-12T00:00:00-05:00
ocds-dgv273-seacev3-2025-404-23,ocds-dgv273-seacev3-2025-404-23-2025-07-13T10:00:42.654897-05:00,1112805-1679212,143500.0,PEN,Soles,2025-05-19T00:00:00-05:00
ocds-dgv273-seacev3-2025-1979-22,ocds-dgv273-seacev3-2025-1979-22-2025-07-13T10:00:42.147342-05:00,1109069-20100099447,81372.8,PEN,Soles,2025-04-25T00:00:00-05:00
ocds-dgv273-seacev3-1114058,ocds-dgv273-seacev3-1114058-2025-07-13T10:00:41.973050-05:00,1114058-20611538848,54390.0,PEN,Soles,2025-04-21T00:00:00-05:00
ocds-dgv273-seacev3-2025-2543-1502,ocds-dgv273-seacev3-2025-2543-1502-2025-07-13T10:00:41.508945-05:00,1113667-20446901959,1560000.0,PEN,Soles,2025-05-30T00:00:00-05:00
ocds-dgv273-seacev3-2025-45-47,ocds-dgv273-seacev3-2025-45-47-2025-07-13T10:00:33.250168-05:00,1114974-20612454435,394000.0,PEN,Soles,2025-05-06T00:00:00-05:00
ocds-dgv273-seacev3-2025-1191-33,ocds-dgv273-seacev3-2025-1191-33-2025-07-13T10:00:32.982917-05:00,1109610-20612908428,143000.0,PEN,Soles,2025-06-02T00:00:00-05:00
